komentar;cleaning;tokenize;normalize;stopword
Pemandangan pantai ny sangat bagus n indah, banyak pohon cemara udang,, asri n bersih pantai ny,,,;Pemandangan pantai ny sangat bagus n indah banyak pohon cemara udang asri n bersih pantai ny;['pemandangan', 'pantai', 'ny', 'sangat', 'bagus', 'n', 'indah', 'banyak', 'pohon', 'cemara', 'udang', 'asri', 'n', 'bersih', 'pantai', 'ny'];['pemandangan', 'pantai', 'nya', 'sangat', 'bagus', 'n', 'indah', 'banyak', 'pohon', 'cemara', 'udang', 'asri', 'n', 'bersih', 'pantai', 'nya'];['pemandangan', 'pantai', 'bagus', 'indah', 'pohon', 'cemara', 'udang', 'asri', 'bersih', 'pantai']
Apakah km pernah ke lombang dan disitu fafotit aku makan dan main  tapi waspada bayak hantu  di situ;Apakah km pernah ke lombang dan disitu fafotit aku makan dan main tapi waspada bayak hantu di situ;['apakah', 'km', 'pernah', 'ke', 'lombang', 'dan', 'disitu', 'fafotit', 'aku', 'makan', 'dan', 'main', 'tapi', 'waspada', 'bayak', 'hantu', 'di', 'situ'];['apakah', 'kamu', 'pernah', 'ke', 'lombang', 'dan', 'disitu', 'fafotit', 'aku', 'makan', 'dan', 'main', 'tapi', 'waspada', 'bayak', 'hantu', 'di', 'situ'];['lombang', 'disitu', 'fafotit', 'makan', 'main', 'waspada', 'bayak', 'hantu', 'situ']
garis pantainya panjang, pasir putih dan pantai yg landai;garis pantainya panjang pasir putih dan pantai yg landai;['garis', 'pantainya', 'panjang', 'pasir', 'putih', 'dan', 'pantai', 'yg', 'landai'];['garis', 'pantainya', 'panjang', 'pasir', 'putih', 'dan', 'pantai', 'yang', 'landai'];['garis', 'pantainya', 'pasir', 'putih', 'pantai', 'landai']
menyenangkan;menyenangkan;['menyenangkan'];['menyenangkan'];['menyenangkan']
PANTAI yg menyenangkan bagus dn indah;PANTAI yg menyenangkan bagus dn indah;['pantai', 'yg', 'menyenangkan', 'bagus', 'dn', 'indah'];['pantai', 'yang', 'menyenangkan', 'bagus', 'dan', 'indah'];['pantai', 'menyenangkan', 'bagus', 'indah']
Tempatnya indah dg pohon cemaranya;Tempatnya indah dg pohon cemaranya;['tempatnya', 'indah', 'dg', 'pohon', 'cemaranya'];['tempatnya', 'indah', 'dengan', 'pohon', 'cemaranya'];['tempatnya', 'indah', 'pohon', 'cemaranya']
Pantai pasir putih d ujung pulau Madura, tepatnya d ujung sumenep;Pantai pasir putih d ujung pulau Madura tepatnya d ujung sumenep;['pantai', 'pasir', 'putih', 'd', 'ujung', 'pulau', 'madura', 'tepatnya', 'd', 'ujung', 'sumenep'];['pantai', 'pasir', 'putih', 'di', 'ujung', 'pulau', 'madura', 'tepatnya', 'di', 'ujung', 'sumenep'];['pantai', 'pasir', 'putih', 'ujung', 'pulau', 'madura', 'tepatnya', 'ujung', 'sumenep']
Asikin aja;Asikin aja;['asikin', 'aja'];['asikin', 'saja'];['asikin']
Pasirnya putih,airnya biru pokoknya bagus deh;Pasirnya putihairnya biru pokoknya bagus deh;['pasirnya', 'putihairnya', 'biru', 'pokoknya', 'bagus', 'deh'];['pasirnya', 'putihairnya', 'biru', 'pokoknya', 'bagus', 'deh'];['pasirnya', 'putihairnya', 'biru', 'pokoknya', 'bagus', 'deh']
Pengen ajak anak2 ke sini lagi, adakan lomba lagi;Pengen ajak anak ke sini lagi adakan lomba lagi;['pengen', 'ajak', 'anak', 'ke', 'sini', 'lagi', 'adakan', 'lomba', 'lagi'];['pengin', 'ajak', 'anak', 'ke', 'sini', 'lagi', 'adakan', 'lomba', 'lagi'];['pengin', 'ajak', 'anak', 'adakan', 'lomba']
Pantainya bagus banget;Pantainya bagus banget;['pantainya', 'bagus', 'banget'];['pantainya', 'bagus', 'banget'];['pantainya', 'bagus', 'banget']
Bagus pantainya;Bagus pantainya;['bagus', 'pantainya'];['bagus', 'pantainya'];['bagus', 'pantainya']
Bersih pantainya...;Bersih pantainya;['bersih', 'pantainya'];['bersih', 'pantainya'];['bersih', 'pantainya']
Laut yg masih bersih dan pasir yg indah;Laut yg masih bersih dan pasir yg indah;['laut', 'yg', 'masih', 'bersih', 'dan', 'pasir', 'yg', 'indah'];['laut', 'yang', 'masih', 'bersih', 'dan', 'pasir', 'yang', 'indah'];['laut', 'bersih', 'pasir', 'indah']
Tempat yg buat relaksasi;Tempat yg buat relaksasi;['tempat', 'yg', 'buat', 'relaksasi'];['tempat', 'yang', 'buat', 'relaksasi'];['relaksasi']
Wihhh pantainya sangat indahh n bertebaran cemara udang ..persis d negri dongeng....;Wihhh pantainya sangat indahh n bertebaran cemara udang persis d negri dongeng;['wihhh', 'pantainya', 'sangat', 'indahh', 'n', 'bertebaran', 'cemara', 'udang', 'persis', 'd', 'negri', 'dongeng'];['wih', 'pantainya', 'sangat', 'indahh', 'n', 'bertebaran', 'cemara', 'udang', 'persis', 'di', 'negeri', 'dongeng'];['wih', 'pantainya', 'indahh', 'bertebaran', 'cemara', 'udang', 'persis', 'negeri', 'dongeng']
Luar biasa;Luar biasa;['luar', 'biasa'];['luar', 'biasa'];[]
Pantai Bagus dan Asri tidak kalah dengan Kuta Bali;Pantai Bagus dan Asri tidak kalah dengan Kuta Bali;['pantai', 'bagus', 'dan', 'asri', 'tidak', 'kalah', 'dengan', 'kuta', 'bali'];['pantai', 'bagus', 'dan', 'asri', 'tidak', 'kalah', 'dengan', 'kuta', 'bali'];['pantai', 'bagus', 'asri', 'kalah', 'kuta', 'bali']
pengelolaan kurang cenderung tidak terawat;pengelolaan kurang cenderung tidak terawat;['pengelolaan', 'kurang', 'cenderung', 'tidak', 'terawat'];['pengelolaan', 'kurang', 'cenderung', 'tidak', 'terawat'];['pengelolaan', 'cenderung', 'terawat']
pasir putih yang di pagari oleh pohon cemara sangat sejuk;pasir putih yang di pagari oleh pohon cemara sangat sejuk;['pasir', 'putih', 'yang', 'di', 'pagari', 'oleh', 'pohon', 'cemara', 'sangat', 'sejuk'];['pasir', 'putih', 'yang', 'di', 'pagari', 'oleh', 'pohon', 'cemara', 'sangat', 'sejuk'];['pasir', 'putih', 'pagari', 'pohon', 'cemara', 'sejuk']
Segi pantainya Bagus;Segi pantainya Bagus;['segi', 'pantainya', 'bagus'];['segi', 'pantainya', 'bagus'];['segi', 'pantainya', 'bagus']
Recommended untuk rekreasi pantai;Recommended untuk rekreasi pantai;['recommended', 'untuk', 'rekreasi', 'pantai'];['recommended', 'untuk', 'rekreasi', 'pantai'];['recommended', 'rekreasi', 'pantai']
Sangat bersih pantainya;Sangat bersih pantainya;['sangat', 'bersih', 'pantainya'];['sangat', 'bersih', 'pantainya'];['bersih', 'pantainya']
Rental mobil murah Surabaya  15 menit dari bandara juanda;Rental mobil murah Surabaya menit dari bandara juanda;['rental', 'mobil', 'murah', 'surabaya', 'menit', 'dari', 'bandara', 'juanda'];['rental', 'mobil', 'murah', 'surabaya', 'menit', 'dari', 'bandara', 'juanda'];['rental', 'mobil', 'murah', 'surabaya', 'menit', 'bandara', 'juanda']
Fasilitas toilet dr pemerintah tersedia, namun tidak bisa digunakan.;Fasilitas toilet dr pemerintah tersedia namun tidak bisa digunakan;['fasilitas', 'toilet', 'dr', 'pemerintah', 'tersedia', 'namun', 'tidak', 'bisa', 'digunakan'];['fasilitas', 'toilet', 'dari', 'pemerintah', 'tersedia', 'namun', 'tidak', 'bisa', 'digunakan'];['fasilitas', 'toilet', 'pemerintah', 'tersedia']
Adem ayem n tentram;Adem ayem n tentram;['adem', 'ayem', 'n', 'tentram'];['adem', 'ayem', 'n', 'tentram'];['adem', 'ayem', 'tentram']
Oleh2 khas pantai lombang bonsai cemara udang;Oleh khas pantai lombang bonsai cemara udang;['oleh', 'khas', 'pantai', 'lombang', 'bonsai', 'cemara', 'udang'];['oleh', 'khas', 'pantai', 'lombang', 'bonsai', 'cemara', 'udang'];['khas', 'pantai', 'lombang', 'bonsai', 'cemara', 'udang']
Tempatnya bersih;Tempatnya bersih;['tempatnya', 'bersih'];['tempatnya', 'bersih'];['tempatnya', 'bersih']
Dikelilingi dengan pohon cemara dan berjejer bonsai cemara;Dikelilingi dengan pohon cemara dan berjejer bonsai cemara;['dikelilingi', 'dengan', 'pohon', 'cemara', 'dan', 'berjejer', 'bonsai', 'cemara'];['dikelilingi', 'dengan', 'pohon', 'cemara', 'dan', 'berjejer', 'bonsai', 'cemara'];['dikelilingi', 'pohon', 'cemara', 'berjejer', 'bonsai', 'cemara']
Cemaranya yg bikin sangat istimewa;Cemaranya yg bikin sangat istimewa;['cemaranya', 'yg', 'bikin', 'sangat', 'istimewa'];['cemaranya', 'yang', 'bikin', 'sangat', 'istimewa'];['cemaranya', 'istimewa']
Bagus aku suka banget;Bagus aku suka banget;['bagus', 'aku', 'suka', 'banget'];['bagus', 'aku', 'suka', 'banget'];['bagus', 'suka', 'banget']
Masuk nya murah pemandangannya juga bagus;Masuk nya murah pemandangannya juga bagus;['masuk', 'nya', 'murah', 'pemandangannya', 'juga', 'bagus'];['masuk', 'nya', 'murah', 'pemandangannya', 'juga', 'bagus'];['masuk', 'murah', 'pemandangannya', 'bagus']
Indah ???? …;Indah;['indah'];['indah'];['indah']
Surga pencinta bonsai Cemara udang.;Surga pencinta bonsai Cemara udang;['surga', 'pencinta', 'bonsai', 'cemara', 'udang'];['surga', 'pencinta', 'bonsai', 'cemara', 'udang'];['surga', 'pencinta', 'bonsai', 'cemara', 'udang']
pantai Kuta nya madura;pantai Kuta nya madura;['pantai', 'kuta', 'nya', 'madura'];['pantai', 'kuta', 'nya', 'madura'];['pantai', 'kuta', 'madura']
Mantab;Mantab;['mantab'];['mantab'];['mantab']
Bisa menunggangi kuda di tepi pantai;Bisa menunggangi kuda di tepi pantai;['bisa', 'menunggangi', 'kuda', 'di', 'tepi', 'pantai'];['bisa', 'menunggangi', 'kuda', 'di', 'tepi', 'pantai'];['menunggangi', 'kuda', 'tepi', 'pantai']
Pantai yg sejuk dengan hutan cemara udang;Pantai yg sejuk dengan hutan cemara udang;['pantai', 'yg', 'sejuk', 'dengan', 'hutan', 'cemara', 'udang'];['pantai', 'yang', 'sejuk', 'dengan', 'hutan', 'cemara', 'udang'];['pantai', 'sejuk', 'hutan', 'cemara', 'udang']
???? …;;[];[];[]
Indahnya luar biasa;Indahnya luar biasa;['indahnya', 'luar', 'biasa'];['indahnya', 'luar', 'biasa'];['indahnya']
Akses jalan jelek;Akses jalan jelek;['akses', 'jalan', 'jelek'];['akses', 'jalan', 'jelek'];['akses', 'jalan', 'jelek']
Mohon gazebonya untuk diperbanyak;Mohon gazebonya untuk diperbanyak;['mohon', 'gazebonya', 'untuk', 'diperbanyak'];['mohon', 'gazebonya', 'untuk', 'diperbanyak'];['mohon', 'gazebonya', 'diperbanyak']
Tempat wisata;Tempat wisata;['tempat', 'wisata'];['tempat', 'wisata'];['wisata']
Sangat menyenangkan;Sangat menyenangkan;['sangat', 'menyenangkan'];['sangat', 'menyenangkan'];['menyenangkan']
Anginnya kurang wkwk;Anginnya kurang wkwk;['anginnya', 'kurang', 'wkwk'];['anginnya', 'kurang', 'wkwk'];['anginnya', 'wkwk']
Pantai sembilan mantep;Pantai sembilan mantep;['pantai', 'sembilan', 'mantep'];['pantai', 'sembilan', 'mantap'];['pantai', 'sembilan', 'mantap']
Bagus dan lumayan bersih;Bagus dan lumayan bersih;['bagus', 'dan', 'lumayan', 'bersih'];['bagus', 'dan', 'lumayan', 'bersih'];['bagus', 'lumayan', 'bersih']
Cocok buat ngilangin stress;Cocok buat ngilangin stress;['cocok', 'buat', 'ngilangin', 'stress'];['cocok', 'buat', 'menghilangkan', 'stres'];['cocok', 'menghilangkan', 'stres']
Semakin bagus.;Semakin bagus;['semakin', 'bagus'];['semakin', 'bagus'];['bagus']
Hiasan cemaranya membuat pantai ini is the best;Hiasan cemaranya membuat pantai ini is the best;['hiasan', 'cemaranya', 'membuat', 'pantai', 'ini', 'is', 'the', 'best'];['hiasan', 'cemaranya', 'membuat', 'pantai', 'ini', 'is', 'the', 'best'];['hiasan', 'cemaranya', 'pantai', 'is', 'the', 'best']
"Reuni SMP Wachid Hasyim 6  Surabaya.
Tahun 1987.
Silahturrohmi tetep terjalin  sampai akhir hayat
31 Maret 2019";Reuni SMP Wachid Hasyim Surabaya Tahun Silahturrohmi tetep terjalin sampai akhir hayat Maret;['reuni', 'smp', 'wachid', 'hasyim', 'surabaya', 'tahun', 'silahturrohmi', 'tetep', 'terjalin', 'sampai', 'akhir', 'hayat', 'maret'];['reuni', 'sampai', 'wachid', 'hasyim', 'surabaya', 'tahun', 'silahturrohmi', 'tetap', 'terjalin', 'sampai', 'akhir', 'hayat', 'maret'];['reuni', 'wachid', 'hasyim', 'surabaya', 'silahturrohmi', 'terjalin', 'hayat', 'maret']
Sangat cocok untuk keluarga...;Sangat cocok untuk keluarga;['sangat', 'cocok', 'untuk', 'keluarga'];['sangat', 'cocok', 'untuk', 'keluarga'];['cocok', 'keluarga']
Ini;Ini;['ini'];['ini'];[]
Indah sekali;Indah sekali;['indah', 'sekali'];['indah', 'sekali'];['indah']
Sangat bagus;Sangat bagus;['sangat', 'bagus'];['sangat', 'bagus'];['bagus']
Banyak pohon cemaranya;Banyak pohon cemaranya;['banyak', 'pohon', 'cemaranya'];['banyak', 'pohon', 'cemaranya'];['pohon', 'cemaranya']
Pesona pantai;Pesona pantai;['pesona', 'pantai'];['pesona', 'pantai'];['pesona', 'pantai']
Pantai yang keren;Pantai yang keren;['pantai', 'yang', 'keren'];['pantai', 'yang', 'keren'];['pantai', 'keren']
Bagus tapi kurang promosi;Bagus tapi kurang promosi;['bagus', 'tapi', 'kurang', 'promosi'];['bagus', 'tapi', 'kurang', 'promosi'];['bagus', 'promosi']
Gak ada permainannya;Gak ada permainannya;['gak', 'ada', 'permainannya'];['enggak', 'ada', 'permainannya'];['permainannya']
Indah bgt love;Indah bgt love;['indah', 'bgt', 'love'];['indah', 'banget', 'love'];['indah', 'banget', 'love']
Mantap bener;Mantap bener;['mantap', 'bener'];['mantap', 'benar'];['mantap']
Tempat refreshing;Tempat refreshing;['tempat', 'refreshing'];['tempat', 'refreshing'];['refreshing']
Kurang Bagus;Kurang Bagus;['kurang', 'bagus'];['kurang', 'bagus'];['bagus']
Tempatnya enak dan sejuk;Tempatnya enak dan sejuk;['tempatnya', 'enak', 'dan', 'sejuk'];['tempatnya', 'enak', 'dan', 'sejuk'];['tempatnya', 'enak', 'sejuk']
Mantap;Mantap;['mantap'];['mantap'];['mantap']
Supeer mantap;Supeer mantap;['supeer', 'mantap'];['super', 'mantap'];['super', 'mantap']
Keren sangat;Keren sangat;['keren', 'sangat'];['keren', 'sangat'];['keren']
Pantainya cantik...;Pantainya cantik;['pantainya', 'cantik'];['pantainya', 'cantik'];['pantainya', 'cantik']
Lingkungan yang masih asri;Lingkungan yang masih asri;['lingkungan', 'yang', 'masih', 'asri'];['lingkungan', 'yang', 'masih', 'asri'];['lingkungan', 'asri']
Bersih;Bersih;['bersih'];['bersih'];['bersih']
sangat romantis;sangat romantis;['sangat', 'romantis'];['sangat', 'romantis'];['romantis']
Pantai yang indah;Pantai yang indah;['pantai', 'yang', 'indah'];['pantai', 'yang', 'indah'];['pantai', 'indah']
Mantul;Mantul;['mantul'];['mantul'];['mantul']
Sejuk;Sejuk;['sejuk'];['sejuk'];['sejuk']
Mantap;Mantap;['mantap'];['mantap'];['mantap']
ga nyampek keburu malam;ga nyampek keburu malam;['ga', 'nyampek', 'keburu', 'malam'];['enggak', 'nyampek', 'keburu', 'malam'];['nyampek', 'keburu', 'malam']
Sejuk;Sejuk;['sejuk'];['sejuk'];['sejuk']
Recomended;Recomended;['recomended'];['recomended'];['recomended']
Bagus dan mempesona;Bagus dan mempesona;['bagus', 'dan', 'mempesona'];['bagus', 'dan', 'mempesona'];['bagus', 'mempesona']
Indah bro;Indah bro;['indah', 'bro'];['indah', 'bro'];['indah', 'bro']
Keren....;Keren;['keren'];['keren'];['keren']
Timur Madura;Timur Madura;['timur', 'madura'];['timur', 'madura'];['timur', 'madura']
Cukup indah;Cukup indah;['cukup', 'indah'];['cukup', 'indah'];['indah']
indah;indah;['indah'];['indah'];['indah']
Lumayan;Lumayan;['lumayan'];['lumayan'];['lumayan']
Keren;Keren;['keren'];['keren'];['keren']
Bagus;Bagus;['bagus'];['bagus'];['bagus']
Bagus;Bagus;['bagus'];['bagus'];['bagus']
Bagus;Bagus;['bagus'];['bagus'];['bagus']
Mantap;Mantap;['mantap'];['mantap'];['mantap']
Apik;Apik;['apik'];['apik'];['apik']
Lumayan;Lumayan;['lumayan'];['lumayan'];['lumayan']
Seru;Seru;['seru'];['seru'];['seru']
Lumayan;Lumayan;['lumayan'];['lumayan'];['lumayan']
Mantap;Mantap;['mantap'];['mantap'];['mantap']
Oke;Oke;['oke'];['oke'];['oke']
bagus;bagus;['bagus'];['bagus'];['bagus']
Pasir putih lembut dengan pepohonan yang indah;Pasir putih lembut dengan pepohonan yang indah;['pasir', 'putih', 'lembut', 'dengan', 'pepohonan', 'yang', 'indah'];['pasir', 'putih', 'lembut', 'dengan', 'pepohonan', 'yang', 'indah'];['pasir', 'putih', 'lembut', 'pepohonan', 'indah']
Liburan Terbaik yang Dapat Dimiliki Siapa Pun;Liburan Terbaik yang Dapat Dimiliki Siapa Pun;['liburan', 'terbaik', 'yang', 'dapat', 'dimiliki', 'siapa', 'pun'];['liburan', 'terbaik', 'yang', 'dapat', 'dimiliki', 'siapa', 'pun'];['liburan', 'terbaik', 'dimiliki']
pantai yang sangat indah dengan rimbunnya pohon pinus.;pantai yang sangat indah dengan rimbunnya pohon pinus;['pantai', 'yang', 'sangat', 'indah', 'dengan', 'rimbunnya', 'pohon', 'pinus'];['pantai', 'yang', 'sangat', 'indah', 'dengan', 'rimbunnya', 'pohon', 'pinus'];['pantai', 'indah', 'rimbunnya', 'pohon', 'pinus']
Salah satu pantai yang indah di Sumenep, jadi harus ke sana guyss ??;Salah satu pantai yang indah di Sumenep jadi harus ke sana guyss;['salah', 'satu', 'pantai', 'yang', 'indah', 'di', 'sumenep', 'jadi', 'harus', 'ke', 'sana', 'guyss'];['salah', 'satu', 'pantai', 'yang', 'indah', 'di', 'sumenep', 'jadi', 'harus', 'ke', 'sana', 'guyss'];['salah', 'pantai', 'indah', 'sumenep', 'guyss']
Pantai Lombang merupakan salah satu pantai yang terletak di kabupaten Sumenep, Madura. Pantai ini tepatnya terletak di sebelah timur Sumenep, sekitar 25km dari kota Sumenep tepatnya di Kecamatan Batang-Batang. …;Pantai Lombang merupakan salah satu pantai yang terletak di kabupaten Sumenep Madura Pantai ini tepatnya terletak di sebelah timur Sumenep sekitar km dari kota Sumenep tepatnya di Kecamatan BatangBatang;['pantai', 'lombang', 'merupakan', 'salah', 'satu', 'pantai', 'yang', 'terletak', 'di', 'kabupaten', 'sumenep', 'madura', 'pantai', 'ini', 'tepatnya', 'terletak', 'di', 'sebelah', 'timur', 'sumenep', 'sekitar', 'km', 'dari', 'kota', 'sumenep', 'tepatnya', 'di', 'kecamatan', 'batangbatang'];['pantai', 'lombang', 'merupakan', 'salah', 'satu', 'pantai', 'yang', 'terletak', 'di', 'kabupaten', 'sumenep', 'madura', 'pantai', 'ini', 'tepatnya', 'terletak', 'di', 'sebelah', 'timur', 'sumenep', 'sekitar', 'kamu', 'dari', 'kota', 'sumenep', 'tepatnya', 'di', 'kecamatan', 'batangbatang'];['pantai', 'lombang', 'salah', 'pantai', 'terletak', 'kabupaten', 'sumenep', 'madura', 'pantai', 'tepatnya', 'terletak', 'sebelah', 'timur', 'sumenep', 'kota', 'sumenep', 'tepatnya', 'kecamatan', 'batangbatang']
Tempat yang bagus untuk bersenang-senang bersama keluarga kami, bersiap untuk ?? berkuda …;Tempat yang bagus untuk bersenangsenang bersama keluarga kami bersiap untuk berkuda;['tempat', 'yang', 'bagus', 'untuk', 'bersenangsenang', 'bersama', 'keluarga', 'kami', 'bersiap', 'untuk', 'berkuda'];['tempat', 'yang', 'bagus', 'untuk', 'bersenangsenang', 'bersama', 'keluarga', 'kami', 'bersiap', 'untuk', 'berkuda'];['bagus', 'bersenangsenang', 'keluarga', 'berkuda']
Ini luar biasa;Ini luar biasa;['ini', 'luar', 'biasa'];['ini', 'luar', 'biasa'];[]
Pantai bagus, terkadang bersih, minuman kelapa murah, tapi sangat ramai saat liburan tiba;Pantai bagus terkadang bersih minuman kelapa murah tapi sangat ramai saat liburan tiba;['pantai', 'bagus', 'terkadang', 'bersih', 'minuman', 'kelapa', 'murah', 'tapi', 'sangat', 'ramai', 'saat', 'liburan', 'tiba'];['pantai', 'bagus', 'terkadang', 'bersih', 'minuman', 'kelapa', 'murah', 'tapi', 'sangat', 'ramai', 'saat', 'liburan', 'tiba'];['pantai', 'bagus', 'terkadang', 'bersih', 'minuman', 'kelapa', 'murah', 'ramai', 'liburan']
tempatnya enak, suasananya nyaman dan cocok untuk piknik keluarga;tempatnya enak suasananya nyaman dan cocok untuk piknik keluarga;['tempatnya', 'enak', 'suasananya', 'nyaman', 'dan', 'cocok', 'untuk', 'piknik', 'keluarga'];['tempatnya', 'enak', 'suasananya', 'nyaman', 'dan', 'cocok', 'untuk', 'piknik', 'keluarga'];['tempatnya', 'enak', 'suasananya', 'nyaman', 'cocok', 'piknik', 'keluarga']
Pantai yang bagus, tidak ada penjaga pantai, butuh akomodasi yang lebih baik.;Pantai yang bagus tidak ada penjaga pantai butuh akomodasi yang lebih baik;['pantai', 'yang', 'bagus', 'tidak', 'ada', 'penjaga', 'pantai', 'butuh', 'akomodasi', 'yang', 'lebih', 'baik'];['pantai', 'yang', 'bagus', 'tidak', 'ada', 'penjaga', 'pantai', 'butuh', 'akomodasi', 'yang', 'lebih', 'baik'];['pantai', 'bagus', 'penjaga', 'pantai', 'butuh', 'akomodasi']
Pantai yang bagus ?? dengan sedikit kesenangan …;Pantai yang bagus dengan sedikit kesenangan;['pantai', 'yang', 'bagus', 'dengan', 'sedikit', 'kesenangan'];['pantai', 'yang', 'bagus', 'dengan', 'sedikit', 'kesenangan'];['pantai', 'bagus', 'kesenangan']
mantaaaaap betuuuuuul;mantaaaaap betuuuuuul;['mantaaaaap', 'betuuuuuul'];['mantaaaaap', 'betuuuuuul'];['mantaaaaap', 'betuuuuuul']
Apakah tempat terbaik;Apakah tempat terbaik;['apakah', 'tempat', 'terbaik'];['apakah', 'tempat', 'terbaik'];['terbaik']
"Pantai yang bagus
Suasana yang bagus
Cuaca baik …";Pantai yang bagus Suasana yang bagus Cuaca baik;['pantai', 'yang', 'bagus', 'suasana', 'yang', 'bagus', 'cuaca', 'baik'];['pantai', 'yang', 'bagus', 'suasana', 'yang', 'bagus', 'cuaca', 'baik'];['pantai', 'bagus', 'suasana', 'bagus', 'cuaca']
Tempatnya sangat menakjubkan....;Tempatnya sangat menakjubkan;['tempatnya', 'sangat', 'menakjubkan'];['tempatnya', 'sangat', 'menakjubkan'];['tempatnya', 'menakjubkan']
Pantainya keren;Pantainya keren;['pantainya', 'keren'];['pantainya', 'keren'];['pantainya', 'keren']
Sangat keren;Sangat keren;['sangat', 'keren'];['sangat', 'keren'];['keren']
